subject,condition       ,order,element_name,parameter,value ,word    ,target_response,sentence                                                                           
31     ,trial_train     ,33   ,dd          ,Drop     ,[obj] ,building,[subj]         ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,33   ,dd          ,Drag     ,word  ,building,[subj]         ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,33   ,dd          ,Drop     ,[subj],building,[subj]         ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,33   ,dd          ,Final    ,      ,building,[subj]         ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,33   ,35          ,_Trial_  ,End   ,building,[subj]         ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,23   ,25          ,_Trial_  ,Start ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,23   ,dd          ,Drag     ,word  ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,23   ,dd          ,Drop     ,[subj],bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,23   ,dd          ,Drag     ,word  ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,23   ,dd          ,Drop     ,[obj] ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,23   ,dd          ,Final    ,      ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,23   ,25          ,_Trial_  ,End   ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,34   ,36          ,_Trial_  ,Start ,house   ,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train     ,34   ,dd          ,Drag     ,word  ,house   ,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train     ,34   ,dd          ,Drop     ,[subj],house   ,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train     ,34   ,dd          ,Final    ,      ,house   ,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train     ,34   ,36          ,_Trial_  ,End   ,house   ,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train     ,27   ,29          ,_Trial_  ,Start ,car     ,[obj]          ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,27   ,dd          ,Drag     ,word  ,car     ,[obj]          ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,27   ,dd          ,Drop     ,[subj],car     ,[obj]          ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,27   ,dd          ,Drag     ,word  ,car     ,[obj]          ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,27   ,dd          ,Drop     ,[obj] ,car     ,[obj]          ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,27   ,dd          ,Final    ,      ,car     ,[obj]          ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,27   ,29          ,_Trial_  ,End   ,car     ,[obj]          ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,21   ,23          ,_Trial_  ,Start ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,21   ,dd          ,Drag     ,word  ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,21   ,dd          ,Drop     ,[obj] ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,21   ,dd          ,Drag     ,word  ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,21   ,dd          ,Drop     ,[subj],barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,21   ,dd          ,Final    ,      ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,21   ,23          ,_Trial_  ,End   ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,24   ,26          ,_Trial_  ,Start ,car     ,[obj]          ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train     ,24   ,dd          ,Drag     ,word  ,car     ,[obj]          ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train     ,24   ,dd          ,Drag     ,word  ,car     ,[obj]          ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train     ,24   ,dd          ,Drop     ,[obj] ,car     ,[obj]          ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train     ,24   ,dd          ,Final    ,      ,car     ,[obj]          ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train     ,24   ,26          ,_Trial_  ,End   ,car     ,[obj]          ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train     ,20   ,22          ,_Trial_  ,Start ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,20   ,dd          ,Drag     ,word  ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,20   ,dd          ,Drop     ,[subj],house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,20   ,dd          ,Final    ,      ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,20   ,22          ,_Trial_  ,End   ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,22   ,24          ,_Trial_  ,Start ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train     ,22   ,dd          ,Drag     ,word  ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train     ,22   ,dd          ,Drop     ,[obj] ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train     ,22   ,dd          ,Final    ,      ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train     ,22   ,24          ,_Trial_  ,End   ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train     ,35   ,37          ,_Trial_  ,Start ,barn    ,[subj]         ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,35   ,dd          ,Drag     ,word  ,barn    ,[subj]         ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,35   ,dd          ,Drop     ,[subj],barn    ,[subj]         ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,35   ,dd          ,Final    ,      ,barn    ,[subj]         ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,35   ,37          ,_Trial_  ,End   ,barn    ,[subj]         ,"Even though the [subj] has typically blorked the [obj], no one is happy about it."
31     ,trial_train     ,31   ,33          ,_Trial_  ,Start ,house   ,[subj]         ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,31   ,dd          ,Drag     ,word  ,house   ,[subj]         ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,31   ,dd          ,Drop     ,[obj] ,house   ,[subj]         ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,31   ,dd          ,Drag     ,word  ,house   ,[subj]         ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,31   ,dd          ,Drop     ,[subj],house   ,[subj]         ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,31   ,dd          ,Final    ,      ,house   ,[subj]         ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,31   ,33          ,_Trial_  ,End   ,house   ,[subj]         ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,25   ,27          ,_Trial_  ,Start ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,25   ,dd          ,Drag     ,word  ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,25   ,dd          ,Drop     ,[obj] ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,25   ,dd          ,Final    ,      ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,25   ,27          ,_Trial_  ,End   ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train     ,37   ,39          ,_Trial_  ,Start ,bicycle ,[obj]          ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,37   ,dd          ,Drag     ,word  ,bicycle ,[obj]          ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,37   ,dd          ,Drag     ,word  ,bicycle ,[obj]          ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,37   ,dd          ,Drop     ,[subj],bicycle ,[obj]          ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,37   ,dd          ,Drag     ,word  ,bicycle ,[obj]          ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,37   ,dd          ,Drop     ,[obj] ,bicycle ,[obj]          ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,37   ,dd          ,Final    ,      ,bicycle ,[obj]          ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,37   ,39          ,_Trial_  ,End   ,bicycle ,[obj]          ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train     ,36   ,38          ,_Trial_  ,Start ,tractor ,[obj]          ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,36   ,dd          ,Drag     ,word  ,tractor ,[obj]          ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,36   ,dd          ,Drop     ,[obj] ,tractor ,[obj]          ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,36   ,dd          ,Final    ,      ,tractor ,[obj]          ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,36   ,38          ,_Trial_  ,End   ,tractor ,[obj]          ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train     ,39   ,41          ,_Trial_  ,Start ,bus     ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,39   ,dd          ,Drag     ,word  ,bus     ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,39   ,dd          ,Drop     ,[obj] ,bus     ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,39   ,dd          ,Final    ,      ,bus     ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train     ,39   ,41          ,_Trial_  ,End   ,bus     ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train_rep1,46   ,48          ,_Trial_  ,Start ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train_rep1,46   ,dd          ,Drag     ,word  ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train_rep1,46   ,dd          ,Drag     ,word  ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train_rep1,46   ,dd          ,Drag     ,word  ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train_rep1,46   ,dd          ,Drop     ,[obj] ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train_rep1,46   ,dd          ,Final    ,      ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train_rep1,46   ,48          ,_Trial_  ,End   ,tractor ,[obj]          ,I'm surprised that the [subj] has never blorked the [obj].                         
31     ,trial_train_rep1,50   ,52          ,_Trial_  ,Start ,bus     ,[obj]          ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,50   ,dd          ,Drag     ,word  ,bus     ,[obj]          ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,50   ,dd          ,Drop     ,[obj] ,bus     ,[obj]          ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,50   ,dd          ,Final    ,      ,bus     ,[obj]          ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,50   ,52          ,_Trial_  ,End   ,bus     ,[obj]          ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,45   ,47          ,_Trial_  ,Start ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train_rep1,45   ,dd          ,Drag     ,word  ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train_rep1,45   ,dd          ,Drop     ,[obj] ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train_rep1,45   ,dd          ,Drag     ,word  ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train_rep1,45   ,dd          ,Drop     ,[subj],barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train_rep1,45   ,dd          ,Final    ,      ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train_rep1,45   ,47          ,_Trial_  ,End   ,barn    ,[subj]         ,"Despite George's best efforts, the [subj] has usually blorked the [obj]."         
31     ,trial_train_rep1,42   ,44          ,_Trial_  ,Start ,building,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,42   ,dd          ,Drag     ,word  ,building,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,42   ,dd          ,Drop     ,[subj],building,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,42   ,dd          ,Final    ,      ,building,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,42   ,44          ,_Trial_  ,End   ,building,[subj]         ,The [subj] has always blorked the [obj].                                           
31     ,trial_train_rep1,47   ,49          ,_Trial_  ,Start ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train_rep1,47   ,dd          ,Drag     ,word  ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train_rep1,47   ,dd          ,Drop     ,[obj] ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train_rep1,47   ,dd          ,Final    ,      ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train_rep1,47   ,49          ,_Trial_  ,End   ,bicycle ,[obj]          ,She insisted that the [subj] has rarely blorked the [obj].                         
31     ,trial_train_rep1,49   ,51          ,_Trial_  ,Start ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train_rep1,49   ,dd          ,Drag     ,word  ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train_rep1,49   ,dd          ,Drop     ,[obj] ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train_rep1,49   ,dd          ,Final    ,      ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train_rep1,49   ,51          ,_Trial_  ,End   ,bus     ,[obj]          ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train_rep1,52   ,54          ,_Trial_  ,Start ,building,[subj]         ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train_rep1,52   ,dd          ,Drag     ,word  ,building,[subj]         ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train_rep1,52   ,dd          ,Drop     ,[subj],building,[subj]         ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train_rep1,52   ,dd          ,Final    ,      ,building,[subj]         ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train_rep1,52   ,54          ,_Trial_  ,End   ,building,[subj]         ,"Because the [subj] has usually blorked the [obj], I'm satisfied."                 
31     ,trial_train_rep1,44   ,46          ,_Trial_  ,Start ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train_rep1,44   ,dd          ,Drag     ,word  ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train_rep1,44   ,dd          ,Drop     ,[obj] ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train_rep1,44   ,dd          ,Drag     ,word  ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train_rep1,44   ,dd          ,Drop     ,[subj],house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train_rep1,44   ,dd          ,Final    ,      ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train_rep1,44   ,46          ,_Trial_  ,End   ,house   ,[subj]         ,The [subj] has typically blorked the [obj].                                        
31     ,trial_train_rep1,53   ,55          ,_Trial_  ,Start ,mansion ,[subj]         ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train_rep1,53   ,dd          ,Drag     ,word  ,mansion ,[subj]         ,The [subj] has always blorked the [obj] when Chris is in town.                     
31     ,trial_train_rep1,53   ,dd          ,Drop     ,[subj],mansion ,[subj]         ,The [subj] has always blorked the [obj] when Chris is in town.                     
